Rs,Qs,Ns
33922;not everyone ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34704;15 then ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34566;the majority are in a lower range ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31382;15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31365;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34718;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33922;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31365;20 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33922;10-15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34704;?? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33922;i think ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31365;18 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34566;yea maybe 20-15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
29727;15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34566;lol i mean 10-15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
34704;15 ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31382;17.5? ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31365;ok ,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31365;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31382;15 it is,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
33922;,What percentage of Americans didn't pay income taxes in 2009 because they didn't have the required minimum income?,12
31382;45-65% ,What percentage of Americans has a pet?,16
33922;half of them?? ,What percentage of Americans has a pet?,16
31365;10 ,What percentage of Americans has a pet?,16
34718;1 in 4 people have a pet ,What percentage of Americans has a pet?,16
34566;yea imagine even a fish is a pet ,What percentage of Americans has a pet?,16
33922;so 25% ,What percentage of Americans has a pet?,16
34566;how do you know that? ,What percentage of Americans has a pet?,16
31365;i think 1 in 5-6 ppl ,What percentage of Americans has a pet?,16
34718;around 25% ,What percentage of Americans has a pet?,16
34566;that seems low ,What percentage of Americans has a pet?,16
"31382;that seems low for dogs,cats,fish and everything else ",What percentage of Americans has a pet?,16
31365;less than that ,What percentage of Americans has a pet?,16
29727;i think 30 ,What percentage of Americans has a pet?,16
33922;yea to me too it seems low ,What percentage of Americans has a pet?,16
34566;birds ,What percentage of Americans has a pet?,16
31365;around 20 ,What percentage of Americans has a pet?,16
29727;or 35 ,What percentage of Americans has a pet?,16
34566;snakes ,What percentage of Americans has a pet?,16
34704;30 ,What percentage of Americans has a pet?,16
33922;i feel 40 ,What percentage of Americans has a pet?,16
31365;,What percentage of Americans has a pet?,16
33922;,What percentage of Americans has a pet?,16
34718;,What percentage of Americans has a pet?,16
31382;shit ye,What percentage of Americans has a pet?,16
34704;do children count?  ,What percentage of Americans has a pet?,16
33922;haha ,What percentage of Americans has a pet?,16
31382;40? ,What percentage of Americans has a pet?,16
31365;,What percentage of Americans has a pet?,16
33922;,What percentage of Americans has a pet?,16
31365;25 ,What percentage of Americans has a pet?,16
34718;,What percentage of Americans has a pet?,16
31382;40 ,What percentage of Americans has a pet?,16
34566;15? ,What percentage of Americans was not medically insured in 2010?,9
34704;it's  15  ,What percentage of Americans was not medically insured in 2010?,9
31365;40 is high ,What percentage of Americans was not medically insured in 2010?,9
31382;seems like 15-20 is popular ,What percentage of Americans was not medically insured in 2010?,9
31365;it should be 15 ,What percentage of Americans was not medically insured in 2010?,9
33922;15-20 ,What percentage of Americans was not medically insured in 2010?,9
33922;sound right ,What percentage of Americans was not medically insured in 2010?,9
34704;im positive its 15  ,What percentage of Americans was not medically insured in 2010?,9
29727;15 seems low ,What percentage of Americans was not medically insured in 2010?,9
34566;cool ,What percentage of Americans was not medically insured in 2010?,9
34718;15 sounds good ,What percentage of Americans was not medically insured in 2010?,9
31365;15 ,What percentage of Americans was not medically insured in 2010?,9
31382;15 it is ,What percentage of Americans was not medically insured in 2010?,9
34499;15 ,What percentage of Americans was not medically insured in 2010?,9
34566;so.... ,What percentage of Americans was not medically insured in 2010?,9
31365;?? ,What percentage of Americans was not medically insured in 2010?,9
34566;this is awkward now ,What percentage of Americans was not medically insured in 2010?,9
31365;15 ,What percentage of Americans was not medically insured in 2010?,9
33922;15 it is ,What percentage of Americans was not medically insured in 2010?,9
33922;,What percentage of Americans was not medically insured in 2010?,9
31365;,What percentage of Americans was not medically insured in 2010?,9
34566;hey i just met you.. ,What percentage of Americans was not medically insured in 2010?,9
34566;and this is crazy ,What percentage of Americans was not medically insured in 2010?,9
34566;... ,What percentage of Americans was not medically insured in 2010?,9
34566;but 15 ,What percentage of Americans was not medically insured in 2010?,9
33922;,What percentage of Americans was not medically insured in 2010?,9
31382;,What percentage of Americans was not medically insured in 2010?,9
31365;,What percentage of Americans was not medically insured in 2010?,9
34566;is it standing up on hind legs? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;he stands at 6ft on his hind legs ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34566;or just regular ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33922;regular  ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34566;so not 6 ft ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33780;i think its regular ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31365;i think it can be around 2 mts ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34718;around 40 inches ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31365;regular ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34566;4ft seems reasonable ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33922;yea around 4ft ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31365;2 mts ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
29727;yeah ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34704;40's too small  ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34566;48 inches - 4 ft ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31365;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33922;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34718;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34015;52 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;i think its40s ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33922;5ft then?? ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34704;at least 5ft  ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34566;= 60 inches ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;its a great dane its not 5 ft tall on all fours ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34718;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
34499;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
33922;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;48 ,How tall is the tallest dog ever in inches? (1 cm ~ 0.394 inches),7
31382;uplifting subject ,What is the divorce rate in America for first marriages?,15
33922;whoaaa 50 ,What is the divorce rate in America for first marriages?,15
31365;1 in 4 ,What is the divorce rate in America for first marriages?,15
31382;no its really close to 50 ,What is the divorce rate in America for first marriages?,15
33922;no way i think 20 ,What is the divorce rate in America for first marriages?,15
"34566;why are you so confident, 50% guy? ",What is the divorce rate in America for first marriages?,15
34015;i think its 1 in 4 too ,What is the divorce rate in America for first marriages?,15
29727;half of marriages end in divorce ,What is the divorce rate in America for first marriages?,15
34718;around 20% ,What is the divorce rate in America for first marriages?,15
31382;yes its right at 50 i just read about it ,What is the divorce rate in America for first marriages?,15
34704;half? ,What is the divorce rate in America for first marriages?,15
31382;40-50 ,What is the divorce rate in America for first marriages?,15
34015;thats rough ,What is the divorce rate in America for first marriages?,15
29727;i agree ,What is the divorce rate in America for first marriages?,15
